bp	cropland_area	cropland_pressure	human_K_factor
4425	1.990000	0.000000	1.000000
4424	1.990000	0.000000	1.000000
4423	1.990000	0.000000	1.000000
4422	1.990000	0.000000	1.000000
4421	1.990000	0.000000	1.000000
4420	1.990000	0.000000	1.000000
4419	1.990000	0.000000	1.000000
4418	1.990000	0.000000	1.000000
4417	1.990000	0.000000	1.000000
4416	1.990000	0.000000	1.000000
4415	1.990000	0.000000	1.000000
4414	1.990000	0.000000	1.000000
4413	1.990000	0.000000	1.000000
4412	1.990000	0.000000	1.000000
4411	1.990000	0.000000	1.000000
4410	1.990000	0.000000	1.000000
4409	1.990000	0.000000	1.000000
4408	1.990000	0.000000	1.000000
4407	1.990000	0.000000	1.000000
4406	1.990000	0.000000	1.000000
4405	1.990000	0.000000	1.000000
4404	1.990000	0.000000	1.000000
4403	1.990000	0.000000	1.000000
4402	1.990000	0.000000	1.000000
4401	1.990000	0.000000	1.000000
4400	1.990000	0.000000	1.000000
4399	1.990000	0.000000	1.000000
4398	1.990000	0.000000	1.000000
4397	1.990000	0.000000	1.000000
4396	1.990000	0.000000	1.000000
4395	1.990000	0.000000	1.000000
4394	1.990000	0.000000	1.000000
4393	1.990000	0.000000	1.000000
4392	1.990000	0.000000	1.000000
4391	1.990000	0.000000	1.000000
4390	1.990000	0.000000	1.000000
4389	1.990000	0.000000	1.000000
4388	1.990000	0.000000	1.000000
4387	1.990000	0.000000	1.000000
4386	1.990000	0.000000	1.000000
4385	1.990000	0.000000	1.000000
4384	1.990000	0.000000	1.000000
4383	1.990000	0.000000	1.000000
4382	1.990000	0.000000	1.000000
4381	1.990000	0.000000	1.000000
4380	1.990000	0.000000	1.000000
4379	1.990000	0.000000	1.000000
4378	1.990000	0.000000	1.000000
4377	1.990000	0.000000	1.000000
4376	1.990000	0.000000	1.000000
4375	1.990000	0.000000	1.000000
4374	1.990000	0.000000	1.000000
4373	1.990000	0.000000	1.000000
4372	1.990000	0.000000	1.000000
4371	1.990000	0.000000	1.000000
4370	1.990000	0.000000	1.000000
4369	1.990000	0.000000	1.000000
4368	1.990000	0.000000	1.000000
4367	1.990000	0.000000	1.000000
4366	1.990000	0.000000	1.000000
4365	1.990000	0.000000	1.000000
4364	1.990000	0.000000	1.000000
4363	1.990000	0.000000	1.000000
4362	1.990000	0.000000	1.000000
4361	1.990000	0.000000	1.000000
4360	1.990000	0.000000	1.000000
4359	1.990000	0.000000	1.000000
4358	1.990000	0.000000	1.000000
4357	1.990000	0.000000	1.000000
4356	1.990000	0.000000	1.000000
4355	1.990000	0.000000	1.000000
4354	1.990000	0.000000	1.000000
4353	1.990000	0.000000	1.000000
4352	1.990000	0.000000	1.000000
4351	1.990000	0.000000	1.000000
4350	1.990000	0.000000	1.000000
4349	1.990000	0.000000	1.000000
4348	1.990000	0.000000	1.000000
4347	1.990000	0.000000	1.000000
4346	1.990000	0.000000	1.000000
4345	1.990000	0.000000	1.000000
4344	1.990000	0.000000	1.000000
4343	1.990000	0.000000	1.000000
4342	1.990000	0.000000	1.000000
4341	1.990000	0.000000	1.000000
4340	1.990000	0.000000	1.000000
4339	1.990000	0.000000	1.000000
4338	1.990000	0.000000	1.000000
4337	1.990000	0.000000	1.000000
4336	1.990000	0.000000	1.000000
4335	1.990000	0.000000	1.000000
4334	1.990000	0.000000	1.000000
4333	1.990000	0.000000	1.000000
4332	1.990000	0.000000	1.000000
4331	1.990000	0.000000	1.000000
4330	1.990000	0.000000	1.000000
4329	1.990000	0.000000	1.000000
4328	1.990000	0.000000	1.000000
4327	1.990000	0.000000	1.000000
4326	1.990000	0.000000	1.000000
4325	1.990000	0.000000	1.000000
4324	1.990000	0.000000	1.000000
4323	1.990000	0.000000	1.000000
4322	1.990000	0.000000	1.000000
4321	1.990000	0.000000	1.000000
4320	1.990000	0.000000	1.000000
4319	1.990000	0.000000	1.000000
4318	1.990000	0.000000	1.000000
4317	1.990000	0.000000	1.000000
4316	1.990000	0.000000	1.000000
4315	1.990000	0.000000	1.000000
4314	1.990000	0.000000	1.000000
4313	1.990000	0.000000	1.000000
4312	1.990000	0.000000	1.000000
4311	1.990000	0.000000	1.000000
4310	1.990000	0.000000	1.000000
4309	1.990000	0.000000	1.000000
4308	1.990000	0.000000	1.000000
4307	1.990000	0.000000	1.000000
4306	1.990000	0.000000	1.000000
4305	1.990000	0.000000	1.000000
4304	1.990000	0.000000	1.000000
4303	1.990000	0.000000	1.000000
4302	1.990000	0.000000	1.000000
4301	1.990000	0.000000	1.000000
4300	1.990000	0.000000	1.000000
4299	1.990000	0.000000	1.000000
4298	1.990000	0.000000	1.000000
4297	1.990000	0.000000	1.000000
4296	1.990000	0.000000	1.000000
4295	1.990000	0.000000	1.000000
4294	1.990000	0.000000	1.000000
4293	1.990000	0.000000	1.000000
4292	1.990000	0.000000	1.000000
4291	1.990000	0.000000	1.000000
4290	1.990000	0.000000	1.000000
4289	1.990000	0.000000	1.000000
4288	1.990000	0.000000	1.000000
4287	1.990000	0.000000	1.000000
4286	1.990000	0.000000	1.000000
4285	1.990000	0.000000	1.000000
4284	1.990000	0.000000	1.000000
4283	1.990000	0.000000	1.000000
4282	1.990000	0.000000	1.000000
4281	1.990000	0.000000	1.000000
4280	1.990000	0.000000	1.000000
4279	1.990000	0.000000	1.000000
4278	1.990000	0.000000	1.000000
4277	1.990000	0.000000	1.000000
4276	1.990000	0.000000	1.000000
4275	1.990000	0.000000	1.000000
4274	1.990000	0.000000	1.000000
4273	1.990000	0.000000	1.000000
4272	1.990000	0.000000	1.000000
4271	1.990000	0.000000	1.000000
4270	1.990000	0.000000	1.000000
4269	1.990000	0.000000	1.000000
4268	1.990000	0.000000	1.000000
4267	1.990000	0.000000	1.000000
4266	1.990000	0.000000	1.000000
4265	1.990000	0.000000	1.000000
4264	1.990000	0.000000	1.000000
4263	1.990000	0.000000	1.000000
4262	1.990000	0.000000	1.000000
4261	1.990000	0.000000	1.000000
4260	1.990000	0.000000	1.000000
4259	1.990000	0.000000	1.000000
4258	1.990000	0.000000	1.000000
4257	1.990000	0.000000	1.000000
4256	1.990000	0.000000	1.000000
4255	1.990000	0.000000	1.000000
4254	1.990000	0.000000	1.000000
4253	1.990000	0.000000	1.000000
4252	1.990000	0.000000	1.000000
4251	1.990000	0.000000	1.000000
4250	1.990000	0.000000	1.000000
4249	1.990000	0.000000	1.000000
4248	1.990000	0.000000	1.000000
4247	1.990000	0.000000	1.000000
4246	1.990000	0.000000	1.000000
4245	1.990000	0.000000	1.000000
4244	1.990000	0.000000	1.000000
4243	1.990000	0.000000	1.000000
4242	1.990000	0.000000	1.000000
4241	1.990000	0.000000	1.000000
4240	1.990000	0.000000	1.000000
4239	1.990000	0.000000	1.000000
4238	1.990000	0.000000	1.000000
4237	1.990000	0.000000	1.000000
4236	1.990000	0.000000	1.000000
4235	1.990000	0.000000	1.000000
4234	1.990000	0.000000	1.000000
4233	1.990000	0.000000	1.000000
4232	1.990000	0.000000	1.000000
4231	1.990000	0.000000	1.000000
4230	1.990000	0.000000	1.000000
4229	1.990000	0.000000	1.000000
4228	1.990000	0.000000	1.000000
4227	1.990000	0.000000	1.000000
4226	1.990000	0.000000	1.000000
4225	1.990000	0.000000	1.000000
4224	1.990000	0.000000	1.000000
4223	1.990000	0.000000	1.000000
4222	1.990000	0.000000	1.000000
4221	1.990000	0.000000	1.000000
4220	1.990000	0.000000	1.000000
4219	1.990000	0.000000	1.000000
4218	1.990000	0.000000	1.000000
4217	1.990000	0.000000	1.000000
4216	1.990000	0.000000	1.000000
4215	1.990000	0.000000	1.000000
4214	1.990000	0.000000	1.000000
4213	1.990000	0.000000	1.000000
4212	1.990000	0.000000	1.000000
4211	1.990000	0.000000	1.000000
4210	1.990000	0.000000	1.000000
4209	1.990000	0.000000	1.000000
4208	1.990000	0.000000	1.000000
4207	1.990000	0.000000	1.000000
4206	1.990000	0.000000	1.000000
4205	1.990000	0.000000	1.000000
4204	1.990000	0.000000	1.000000
4203	1.990000	0.000000	1.000000
4202	1.990000	0.000000	1.000000
4201	1.990000	0.000000	1.000000
4200	1.990000	0.000000	1.000000
4199	1.990000	0.000000	1.000000
4198	1.990000	0.000000	1.000000
4197	1.990000	0.000000	1.000000
4196	1.990000	0.000000	1.000000
4195	1.990000	0.000000	1.000000
4194	1.990000	0.000000	1.000000
4193	1.990000	0.000000	1.000000
4192	1.990000	0.000000	1.000000
4191	1.990000	0.000000	1.000000
4190	1.990000	0.000000	1.000000
4189	1.990000	0.000000	1.000000
4188	1.990000	0.000000	1.000000
4187	1.990000	0.000000	1.000000
4186	1.990000	0.000000	1.000000
4185	1.990000	0.000000	1.000000
4184	1.990000	0.000000	1.000000
4183	1.990000	0.000000	1.000000
4182	1.990000	0.000000	1.000000
4181	1.990000	0.000000	1.000000
4180	1.990000	0.000000	1.000000
4179	1.990000	0.000000	1.000000
4178	1.990000	0.000000	1.000000
4177	1.990000	0.000000	1.000000
4176	1.990000	0.000000	1.000000
4175	1.990000	0.000000	1.000000
4174	1.990000	0.000000	1.000000
4173	1.990000	0.000000	1.000000
4172	1.990000	0.000000	1.000000
4171	1.990000	0.000000	1.000000
4170	1.990000	0.000000	1.000000
4169	1.990000	0.000000	1.000000
4168	1.990000	0.000000	1.000000
4167	1.990000	0.000000	1.000000
4166	1.990000	0.000000	1.000000
4165	1.990000	0.000000	1.000000
4164	1.990000	0.000000	1.000000
4163	1.990000	0.000000	1.000000
4162	1.990000	0.000000	1.000000
4161	1.990000	0.000000	1.000000
4160	1.990000	0.000000	1.000000
4159	1.990000	0.000000	1.000000
4158	1.990000	0.000000	1.000000
4157	1.990000	0.000000	1.000000
4156	1.990000	0.000000	1.000000
4155	1.990000	0.000000	1.000000
4154	1.990000	0.000000	1.000000
4153	1.990000	0.000000	1.000000
4152	1.990000	0.000000	1.000000
4151	1.990000	0.000000	1.000000
4150	1.990000	0.000000	1.000000
4149	1.990000	0.000000	1.000000
4148	1.990000	0.000000	1.000000
4147	1.990000	0.000000	1.000000
4146	1.990000	0.000000	1.000000
4145	1.990000	0.000000	1.000000
4144	1.990000	0.000000	1.000000
4143	1.990000	0.000000	1.000000
4142	1.990000	0.000000	1.000000
4141	1.990000	0.000000	1.000000
4140	1.990000	0.000000	1.000000
4139	1.990000	0.000000	1.000000
4138	1.990000	0.000000	1.000000
4137	1.990000	0.000000	1.000000
4136	1.990000	0.000000	1.000000
4135	1.990000	0.000000	1.000000
4134	1.990000	0.000000	1.000000
4133	1.990000	0.000000	1.000000
4132	1.990000	0.000000	1.000000
4131	1.990000	0.000000	1.000000
4130	1.990000	0.000000	1.000000
4129	1.990000	0.000000	1.000000
4128	1.990000	0.000000	1.000000
4127	1.990000	0.000000	1.000000
4126	1.990000	0.000000	1.000000
4125	1.990000	0.000000	1.000000
4124	1.990000	0.000000	1.000000
4123	1.990000	0.000000	1.000000
4122	1.990000	0.000000	1.000000
4121	1.990000	0.000000	1.000000
4120	1.990000	0.000000	1.000000
4119	1.990000	0.000000	1.000000
4118	1.990000	0.000000	1.000000
4117	1.990000	0.000000	1.000000
4116	1.990000	0.000000	1.000000
4115	1.990000	0.000000	1.000000
4114	1.990000	0.000000	1.000000
4113	1.990000	0.000000	1.000000
4112	1.990000	0.000000	1.000000
4111	1.990000	0.000000	1.000000
4110	1.990000	0.000000	1.000000
4109	1.990000	0.000000	1.000000
4108	1.990000	0.000000	1.000000
4107	1.990000	0.000000	1.000000
4106	1.990000	0.000000	1.000000
4105	1.990000	0.000000	1.000000
4104	1.990000	0.000000	1.000000
4103	1.990000	0.000000	1.000000
4102	1.990000	0.000000	1.000000
4101	1.990000	0.000000	1.000000
4100	1.990000	0.000000	1.000000
4099	1.990000	0.000000	1.000000
4098	1.990000	0.000000	1.000000
4097	1.990000	0.000000	1.000000
4096	1.990000	0.000000	1.000000
4095	1.990000	0.000000	1.000000
4094	1.990000	0.000000	1.000000
4093	1.990000	0.000000	1.000000
4092	1.990000	0.000000	1.000000
4091	1.990000	0.000000	1.000000
4090	1.990000	0.000000	1.000000
4089	1.990000	0.000000	1.000000
4088	1.990000	0.000000	1.000000
4087	1.990000	0.000000	1.000000
4086	1.990000	0.000000	1.000000
4085	1.990000	0.000000	1.000000
4084	1.990000	0.000000	1.000000
4083	1.990000	0.000000	1.000000
4082	1.990000	0.000000	1.000000
4081	1.990000	0.000000	1.000000
4080	1.990000	0.000000	1.000000
4079	1.990000	0.000000	1.000000
4078	1.990000	0.000000	1.000000
4077	1.990000	0.000000	1.000000
4076	1.990000	0.000000	1.000000
4075	1.990000	0.000000	1.000000
4074	1.990000	0.000000	1.000000
4073	1.990000	0.000000	1.000000
4072	1.990000	0.000000	1.000000
4071	1.990000	0.000000	1.000000
4070	1.990000	0.000000	1.000000
4069	1.990000	0.000000	1.000000
4068	1.990000	0.000000	1.000000
4067	1.990000	0.000000	1.000000
4066	1.990000	0.000000	1.000000
4065	1.990000	0.000000	1.000000
4064	1.990000	0.000000	1.000000
4063	1.990000	0.000000	1.000000
4062	1.990000	0.000000	1.000000
4061	1.990000	0.000000	1.000000
4060	1.990000	0.000000	1.000000
4059	1.990000	0.000000	1.000000
4058	1.990000	0.000000	1.000000
4057	1.990000	0.000000	1.000000
4056	1.990000	0.000000	1.000000
4055	1.990000	0.000000	1.000000
4054	1.990000	0.000000	1.000000
4053	1.990000	0.000000	1.000000
4052	1.990000	0.000000	1.000000
4051	1.990000	0.000000	1.000000
4050	1.990000	0.000000	1.000000
4049	1.990000	0.000000	1.000000
4048	1.990000	0.000000	1.000000
4047	1.990000	0.000000	1.000000
4046	1.990000	0.000000	1.000000
4045	1.990000	0.000000	1.000000
4044	1.990000	0.000000	1.000000
4043	1.990000	0.000000	1.000000
4042	1.990000	0.000000	1.000000
4041	1.990000	0.000000	1.000000
4040	1.990000	0.000000	1.000000
4039	1.990000	0.000000	1.000000
4038	1.990000	0.000000	1.000000
4037	1.990000	0.000000	1.000000
4036	1.990000	0.000000	1.000000
4035	1.990000	0.000000	1.000000
4034	1.990000	0.000000	1.000000
4033	1.990000	0.000000	1.000000
4032	1.990000	0.000000	1.000000
4031	1.990000	0.000000	1.000000
4030	1.990000	0.000000	1.000000
4029	1.990000	0.000000	1.000000
4028	1.990000	0.000000	1.000000
4027	1.990000	0.000000	1.000000
4026	1.990000	0.000000	1.000000
4025	1.990000	0.000000	1.000000
4024	1.990000	0.000000	1.000000
4023	1.990000	0.000000	1.000000
4022	1.990000	0.000000	1.000000
4021	1.990000	0.000000	1.000000
4020	1.990000	0.000000	1.000000
4019	1.990000	0.000000	1.000000
4018	1.990000	0.000000	1.000000
4017	1.990000	0.000000	1.000000
4016	1.990000	0.000000	1.000000
4015	1.990000	0.000000	1.000000
4014	1.990000	0.000000	1.000000
4013	1.990000	0.000000	1.000000
4012	1.990000	0.000000	1.000000
4011	1.990000	0.000000	1.000000
4010	1.990000	0.000000	1.000000
4009	1.990000	0.000000	1.000000
4008	1.990000	0.000000	1.000000
4007	1.990000	0.000000	1.000000
4006	1.990000	0.000000	1.000000
4005	1.990000	0.000000	1.000000
4004	1.990000	0.000000	1.000000
4003	1.990000	0.000000	1.000000
4002	1.990000	0.000000	1.000000
4001	1.990000	0.000000	1.000000
4000	2.010000	0.000617	0.999008
3999	2.010000	0.000617	0.999008
3998	2.010000	0.000617	0.999008
3997	2.010000	0.000617	0.999008
3996	2.010000	0.000617	0.999008
3995	2.010000	0.000617	0.999008
3994	2.010000	0.000617	0.999008
3993	2.010000	0.000617	0.999008
3992	2.010000	0.000617	0.999008
3991	2.010000	0.000617	0.999008
3990	2.010000	0.000617	0.999008
3989	2.010000	0.000617	0.999008
3988	2.010000	0.000617	0.999008
3987	2.010000	0.000617	0.999008
3986	2.010000	0.000617	0.999008
3985	2.010000	0.000617	0.999008
3984	2.010000	0.000617	0.999008
3983	2.010000	0.000617	0.999008
3982	2.010000	0.000617	0.999008
3981	2.010000	0.000617	0.999008
3980	2.010000	0.000617	0.999008
3979	2.010000	0.000617	0.999008
3978	2.010000	0.000617	0.999008
3977	2.010000	0.000617	0.999008
3976	2.010000	0.000617	0.999008
3975	2.010000	0.000617	0.999008
3974	2.010000	0.000617	0.999008
3973	2.010000	0.000617	0.999008
3972	2.010000	0.000617	0.999008
3971	2.010000	0.000617	0.999008
3970	2.010000	0.000617	0.999008
3969	2.010000	0.000617	0.999008
3968	2.010000	0.000617	0.999008
3967	2.010000	0.000617	0.999008
3966	2.010000	0.000617	0.999008
3965	2.010000	0.000617	0.999008
3964	2.010000	0.000617	0.999008
3963	2.010000	0.000617	0.999008
3962	2.010000	0.000617	0.999008
3961	2.010000	0.000617	0.999008
3960	2.010000	0.000617	0.999008
3959	2.010000	0.000617	0.999008
3958	2.010000	0.000617	0.999008
3957	2.010000	0.000617	0.999008
3956	2.010000	0.000617	0.999008
3955	2.010000	0.000617	0.999008
3954	2.010000	0.000617	0.999008
3953	2.010000	0.000617	0.999008
3952	2.010000	0.000617	0.999008
3951	2.010000	0.000617	0.999008
3950	2.010000	0.000617	0.999008
3949	2.010000	0.000617	0.999008
3948	2.010000	0.000617	0.999008
3947	2.010000	0.000617	0.999008
3946	2.010000	0.000617	0.999008
3945	2.010000	0.000617	0.999008
3944	2.010000	0.000617	0.999008
3943	2.010000	0.000617	0.999008
3942	2.010000	0.000617	0.999008
3941	2.010000	0.000617	0.999008
3940	2.010000	0.000617	0.999008
3939	2.010000	0.000617	0.999008
3938	2.010000	0.000617	0.999008
3937	2.010000	0.000617	0.999008
3936	2.010000	0.000617	0.999008
3935	2.010000	0.000617	0.999008
3934	2.010000	0.000617	0.999008
3933	2.010000	0.000617	0.999008
3932	2.010000	0.000617	0.999008
3931	2.010000	0.000617	0.999008
3930	2.010000	0.000617	0.999008
3929	2.010000	0.000617	0.999008
3928	2.010000	0.000617	0.999008
3927	2.010000	0.000617	0.999008
3926	2.010000	0.000617	0.999008
3925	2.010000	0.000617	0.999008
3924	2.010000	0.000617	0.999008
3923	2.010000	0.000617	0.999008
3922	2.010000	0.000617	0.999008
3921	2.010000	0.000617	0.999008
3920	2.010000	0.000617	0.999008
3919	2.010000	0.000617	0.999008
3918	2.010000	0.000617	0.999008
3917	2.010000	0.000617	0.999008
3916	2.010000	0.000617	0.999008
3915	2.010000	0.000617	0.999008
3914	2.010000	0.000617	0.999008
3913	2.010000	0.000617	0.999008
3912	2.010000	0.000617	0.999008
3911	2.010000	0.000617	0.999008
3910	2.010000	0.000617	0.999008
3909	2.010000	0.000617	0.999008
3908	2.010000	0.000617	0.999008
3907	2.010000	0.000617	0.999008
3906	2.010000	0.000617	0.999008
3905	2.010000	0.000617	0.999008
3904	2.010000	0.000617	0.999008
3903	2.010000	0.000617	0.999008
3902	2.010000	0.000617	0.999008
3901	2.010000	0.000617	0.999008
3900	2.010000	0.000617	0.999008
3899	2.010000	0.000617	0.999008
3898	2.010000	0.000617	0.999008
3897	2.010000	0.000617	0.999008
3896	2.010000	0.000617	0.999008
3895	2.010000	0.000617	0.999008
3894	2.010000	0.000617	0.999008
3893	2.010000	0.000617	0.999008
3892	2.010000	0.000617	0.999008
3891	2.010000	0.000617	0.999008
3890	2.010000	0.000617	0.999008
3889	2.010000	0.000617	0.999008
3888	2.010000	0.000617	0.999008
3887	2.010000	0.000617	0.999008
3886	2.010000	0.000617	0.999008
3885	2.010000	0.000617	0.999008
3884	2.010000	0.000617	0.999008
3883	2.010000	0.000617	0.999008
3882	2.010000	0.000617	0.999008
3881	2.010000	0.000617	0.999008
3880	2.010000	0.000617	0.999008
3879	2.010000	0.000617	0.999008
3878	2.010000	0.000617	0.999008
3877	2.010000	0.000617	0.999008
3876	2.010000	0.000617	0.999008
3875	2.010000	0.000617	0.999008
3874	2.010000	0.000617	0.999008
3873	2.010000	0.000617	0.999008
3872	2.010000	0.000617	0.999008
3871	2.010000	0.000617	0.999008
3870	2.010000	0.000617	0.999008
3869	2.010000	0.000617	0.999008
3868	2.010000	0.000617	0.999008
3867	2.010000	0.000617	0.999008
3866	2.010000	0.000617	0.999008
3865	2.010000	0.000617	0.999008
3864	2.010000	0.000617	0.999008
3863	2.010000	0.000617	0.999008
3862	2.010000	0.000617	0.999008
3861	2.010000	0.000617	0.999008
3860	2.010000	0.000617	0.999008
3859	2.010000	0.000617	0.999008
3858	2.010000	0.000617	0.999008
3857	2.010000	0.000617	0.999008
3856	2.010000	0.000617	0.999008
3855	2.010000	0.000617	0.999008
3854	2.010000	0.000617	0.999008
3853	2.010000	0.000617	0.999008
3852	2.010000	0.000617	0.999008
3851	2.010000	0.000617	0.999008
3850	2.010000	0.000617	0.999008
3849	2.010000	0.000617	0.999008
3848	2.010000	0.000617	0.999008
3847	2.010000	0.000617	0.999008
3846	2.010000	0.000617	0.999008
3845	2.010000	0.000617	0.999008
3844	2.010000	0.000617	0.999008
3843	2.010000	0.000617	0.999008
3842	2.010000	0.000617	0.999008
3841	2.010000	0.000617	0.999008
3840	2.010000	0.000617	0.999008
3839	2.010000	0.000617	0.999008
3838	2.010000	0.000617	0.999008
3837	2.010000	0.000617	0.999008
3836	2.010000	0.000617	0.999008
3835	2.010000	0.000617	0.999008
3834	2.010000	0.000617	0.999008
3833	2.010000	0.000617	0.999008
3832	2.010000	0.000617	0.999008
3831	2.010000	0.000617	0.999008
3830	2.010000	0.000617	0.999008
3829	2.010000	0.000617	0.999008
3828	2.010000	0.000617	0.999008
3827	2.010000	0.000617	0.999008
3826	2.010000	0.000617	0.999008
3825	2.010000	0.000617	0.999008
3824	2.010000	0.000617	0.999008
3823	2.010000	0.000617	0.999008
3822	2.010000	0.000617	0.999008
3821	2.010000	0.000617	0.999008
3820	2.010000	0.000617	0.999008
3819	2.010000	0.000617	0.999008
3818	2.010000	0.000617	0.999008
3817	2.010000	0.000617	0.999008
3816	2.010000	0.000617	0.999008
3815	2.010000	0.000617	0.999008
3814	2.010000	0.000617	0.999008
3813	2.010000	0.000617	0.999008
3812	2.010000	0.000617	0.999008
3811	2.010000	0.000617	0.999008
3810	2.010000	0.000617	0.999008
3809	2.010000	0.000617	0.999008
3808	2.010000	0.000617	0.999008
3807	2.010000	0.000617	0.999008
3806	2.010000	0.000617	0.999008
3805	2.010000	0.000617	0.999008
3804	2.010000	0.000617	0.999008
3803	2.010000	0.000617	0.999008
3802	2.010000	0.000617	0.999008
3801	2.010000	0.000617	0.999008
3800	2.010000	0.000617	0.999008
3799	2.010000	0.000617	0.999008
3798	2.010000	0.000617	0.999008
3797	2.010000	0.000617	0.999008
3796	2.010000	0.000617	0.999008
3795	2.010000	0.000617	0.999008
3794	2.010000	0.000617	0.999008
3793	2.010000	0.000617	0.999008
3792	2.010000	0.000617	0.999008
3791	2.010000	0.000617	0.999008
3790	2.010000	0.000617	0.999008
3789	2.010000	0.000617	0.999008
3788	2.010000	0.000617	0.999008
3787	2.010000	0.000617	0.999008
3786	2.010000	0.000617	0.999008
3785	2.010000	0.000617	0.999008
3784	2.010000	0.000617	0.999008
3783	2.010000	0.000617	0.999008
3782	2.010000	0.000617	0.999008
3781	2.010000	0.000617	0.999008
3780	2.010000	0.000617	0.999008
3779	2.010000	0.000617	0.999008
3778	2.010000	0.000617	0.999008
3777	2.010000	0.000617	0.999008
3776	2.010000	0.000617	0.999008
3775	2.010000	0.000617	0.999008
3774	2.010000	0.000617	0.999008
3773	2.010000	0.000617	0.999008
3772	2.010000	0.000617	0.999008
3771	2.010000	0.000617	0.999008
3770	2.010000	0.000617	0.999008
3769	2.010000	0.000617	0.999008
3768	2.010000	0.000617	0.999008
3767	2.010000	0.000617	0.999008
3766	2.010000	0.000617	0.999008
3765	2.010000	0.000617	0.999008
3764	2.010000	0.000617	0.999008
3763	2.010000	0.000617	0.999008
3762	2.010000	0.000617	0.999008
3761	2.010000	0.000617	0.999008
3760	2.010000	0.000617	0.999008
3759	2.010000	0.000617	0.999008
3758	2.010000	0.000617	0.999008
3757	2.010000	0.000617	0.999008
3756	2.010000	0.000617	0.999008
3755	2.010000	0.000617	0.999008
3754	2.010000	0.000617	0.999008
3753	2.010000	0.000617	0.999008
3752	2.010000	0.000617	0.999008
3751	2.010000	0.000617	0.999008
3750	2.010000	0.000617	0.999008
3749	2.010000	0.000617	0.999008
3748	2.010000	0.000617	0.999008
3747	2.010000	0.000617	0.999008
3746	2.010000	0.000617	0.999008
3745	2.010000	0.000617	0.999008
3744	2.010000	0.000617	0.999008
3743	2.010000	0.000617	0.999008
3742	2.010000	0.000617	0.999008
3741	2.010000	0.000617	0.999008
3740	2.010000	0.000617	0.999008
3739	2.010000	0.000617	0.999008
3738	2.010000	0.000617	0.999008
3737	2.010000	0.000617	0.999008
3736	2.010000	0.000617	0.999008
3735	2.010000	0.000617	0.999008
3734	2.010000	0.000617	0.999008
3733	2.010000	0.000617	0.999008
3732	2.010000	0.000617	0.999008
3731	2.010000	0.000617	0.999008
3730	2.010000	0.000617	0.999008
3729	2.010000	0.000617	0.999008
3728	2.010000	0.000617	0.999008
3727	2.010000	0.000617	0.999008
3726	2.010000	0.000617	0.999008
3725	2.010000	0.000617	0.999008
3724	2.010000	0.000617	0.999008
3723	2.010000	0.000617	0.999008
3722	2.010000	0.000617	0.999008
3721	2.010000	0.000617	0.999008
3720	2.010000	0.000617	0.999008
3719	2.010000	0.000617	0.999008
3718	2.010000	0.000617	0.999008
3717	2.010000	0.000617	0.999008
3716	2.010000	0.000617	0.999008
3715	2.010000	0.000617	0.999008
3714	2.010000	0.000617	0.999008
3713	2.010000	0.000617	0.999008
3712	2.010000	0.000617	0.999008
3711	2.010000	0.000617	0.999008
3710	2.010000	0.000617	0.999008
3709	2.010000	0.000617	0.999008
3708	2.010000	0.000617	0.999008
3707	2.010000	0.000617	0.999008
3706	2.010000	0.000617	0.999008
3705	2.010000	0.000617	0.999008
3704	2.010000	0.000617	0.999008
3703	2.010000	0.000617	0.999008
3702	2.010000	0.000617	0.999008
3701	2.010000	0.000617	0.999008
3700	2.010000	0.000617	0.999008
3699	2.010000	0.000617	0.999008
3698	2.010000	0.000617	0.999008
3697	2.010000	0.000617	0.999008
3696	2.010000	0.000617	0.999008
3695	2.010000	0.000617	0.999008
3694	2.010000	0.000617	0.999008
3693	2.010000	0.000617	0.999008
3692	2.010000	0.000617	0.999008
3691	2.010000	0.000617	0.999008
3690	2.010000	0.000617	0.999008
3689	2.010000	0.000617	0.999008
3688	2.010000	0.000617	0.999008
3687	2.010000	0.000617	0.999008
3686	2.010000	0.000617	0.999008
3685	2.010000	0.000617	0.999008
3684	2.010000	0.000617	0.999008
3683	2.010000	0.000617	0.999008
3682	2.010000	0.000617	0.999008
3681	2.010000	0.000617	0.999008
3680	2.010000	0.000617	0.999008
3679	2.010000	0.000617	0.999008
3678	2.010000	0.000617	0.999008
3677	2.010000	0.000617	0.999008
3676	2.010000	0.000617	0.999008
3675	2.010000	0.000617	0.999008
3674	2.010000	0.000617	0.999008
3673	2.010000	0.000617	0.999008
3672	2.010000	0.000617	0.999008
3671	2.010000	0.000617	0.999008
3670	2.010000	0.000617	0.999008
3669	2.010000	0.000617	0.999008
3668	2.010000	0.000617	0.999008
3667	2.010000	0.000617	0.999008
3666	2.010000	0.000617	0.999008
3665	2.010000	0.000617	0.999008
3664	2.010000	0.000617	0.999008
3663	2.010000	0.000617	0.999008
3662	2.010000	0.000617	0.999008
3661	2.010000	0.000617	0.999008
3660	2.010000	0.000617	0.999008
3659	2.010000	0.000617	0.999008
3658	2.010000	0.000617	0.999008
3657	2.010000	0.000617	0.999008
3656	2.010000	0.000617	0.999008
3655	2.010000	0.000617	0.999008
3654	2.010000	0.000617	0.999008
3653	2.010000	0.000617	0.999008
3652	2.010000	0.000617	0.999008
3651	2.010000	0.000617	0.999008
3650	2.010000	0.000617	0.999008
